Var1;Var2;value;year;region;type
OtherUses;lvst;1686640.22524168;2010;EU;mass
Food;crop;15168935.2492827;2010;EU;price
OtherUses;crop;6056042.80745203;2010;EU;price
Food;lvst;13666991.9402974;2010;EU;price
OtherUses;lvst;967616.416752354;2010;EU;price
Food;crop;9824037.70392099;2010;US;mass
OtherUses;crop;2339918.52921583;2010;US;mass
Food;lvst;7810855.78292106;2010;US;mass
OtherUses;lvst;372288.895350026;2010;US;mass
Food;crop;10119258.9955091;2010;US;price
OtherUses;crop;2795010.16378527;2010;US;price
Food;lvst;8126818.57156071;2010;US;price
OtherUses;lvst;162352.549992115;2010;US;price
Food;crop;7043163.57477769;2010;CN;mass
OtherUses;crop;7672129.33075204;2010;CN;mass
Food;lvst;19176054.7048728;2010;CN;mass
OtherUses;lvst;7679403.48748271;2010;CN;mass
Food;crop;8242350.691921;2010;CN;price
OtherUses;crop;11898514.688718;2010;CN;price
Food;lvst;13743271.0323235;2010;CN;price
OtherUses;lvst;6045971.99258487;2010;CN;price
Food;crop;12648002.0975517;2011;EU;mass
OtherUses;crop;4810889.4532907;2011;EU;mass
Food;lvst;17772395.6235083;2011;EU;mass
OtherUses;lvst;1481517.88397722;2011;EU;mass
Food;crop;14035933.1962287;2011;EU;price
OtherUses;crop;6339232.45136284;2011;EU;price
Food;lvst;13766887.4613235;2011;EU;price
OtherUses;lvst;893820.250957601;2011;EU;price
Food;crop;9421066.90542119;2011;US;mass
OtherUses;crop;2727584.74910306;2011;US;mass
Food;lvst;7567581.84878719;2011;US;mass
OtherUses;lvst;419364.537629175;2011;US;mass
Food;crop;9851336.63468352;2011;US;price
OtherUses;crop;3449586.33350101;2011;US;price
Food;lvst;7250052.52017161;2011;US;price
OtherUses;lvst;194091.991323267;2011;US;price
Food;crop;6390037.70965529;2011;CN;mass
OtherUses;crop;7962309.69055007;2011;CN;mass
Food;lvst;19172853.9543792;2011;CN;mass
OtherUses;lvst;7282258.98698418;2011;CN;mass
Food;crop;7805833.52660043;2011;CN;price
OtherUses;crop;12888087.9523033;2011;CN;price
Food;lvst;13649971.9835652;2011;CN;price
OtherUses;lvst;5899345.52953661;2011;CN;price
Food;crop;13491530.9081324;2012;EU;mass
OtherUses;crop;5460892.00259738;2012;EU;mass
Food;lvst;21052434.8575033;2012;EU;mass
OtherUses;lvst;1718104.7044423;2012;EU;mass
Food;crop;15054861.6791693;2012;EU;price
OtherUses;crop;7028288.50739377;2012;EU;price
Food;lvst;16308653.6046918;2012;EU;price
OtherUses;lvst;1021077.93095876;2012;EU;price
Food;crop;9370168.17685037;2012;US;mass
OtherUses;crop;3026269.96777105;2012;US;mass
Food;lvst;8738335.518604;2012;US;mass
OtherUses;lvst;538427.369234366;2012;US;mass
Food;crop;9728576.99118734;2012;US;price
OtherUses;crop;3651847.58693505;2012;US;price
Food;lvst;8534027.81960885;2012;US;price
OtherUses;lvst;247066.801764432;2012;US;price
Food;crop;9233712.85251208;2012;CN;mass
OtherUses;crop;11024959.6401273;2012;CN;mass
Food;lvst;23553631.8856064;2012;CN;mass
OtherUses;lvst;7764904.61537268;2012;CN;mass
Food;crop;10915587.9172422;2012;CN;price
OtherUses;crop;18476839.7851843;2012;CN;price
Food;lvst;17170200.3981096;2012;CN;price
OtherUses;lvst;6588719.02538754;2012;CN;price
Food;crop;12347579.4134674;2013;EU;mass
OtherUses;crop;5456089.03659641;2013;EU;mass
Food;lvst;18274225.166098;2013;EU;mass
OtherUses;lvst;1684181.32633196;2013;EU;mass
Food;crop;13233644.1431515;2013;EU;price
OtherUses;crop;6641828.35926752;2013;EU;price
Food;lvst;15099791.3908702;2013;EU;price
OtherUses;lvst;1113703.07703821;2013;EU;price
Food;crop;9154162.46081657;2013;US;mass
OtherUses;crop;3306530.41464334;2013;US;mass
Food;lvst;9177080.30756545;2013;US;mass
OtherUses;lvst;539559.19051744;2013;US;mass
Food;crop;9504718.36142402;2013;US;price
OtherUses;crop;3952880.39784524;2013;US;price
Food;lvst;8982219.81348194;2013;US;price
OtherUses;lvst;232524.60550984;2013;US;price
Food;crop;9001241.11822225;2013;CN;mass
OtherUses;crop;10358179.8334789;2013;CN;mass
Food;lvst;24786139.8410569;2013;CN;mass
OtherUses;lvst;7906895.06620713;2013;CN;mass
Food;crop;10242889.6187592;2013;CN;price
OtherUses;crop;15900223.2707936;2013;CN;price
Food;lvst;20409306.5555642;2013;CN;price
OtherUses;lvst;6212458.95165761;2013;CN;price
