Var1;Var2;value;year;region;type
OtherUses;crop;11430520.4385231;2010;EU;mass
Food;lvst;75746258.6240259;2010;EU;mass
OtherUses;lvst;7855049.21924102;2010;EU;mass
Food;crop;48785541.1752702;2010;EU;price
OtherUses;crop;14277372.1811305;2010;EU;price
Food;lvst;74511519.9444332;2010;EU;price
OtherUses;lvst;4146848.44716786;2010;EU;price
Food;crop;29559061.5754045;2010;US;mass
OtherUses;crop;17879806.3846936;2010;US;mass
Food;lvst;62068544.1315312;2010;US;mass
OtherUses;lvst;5544772.76028179;2010;US;mass
Food;crop;32045228.0625325;2010;US;price
OtherUses;crop;18895832.5554054;2010;US;price
Food;lvst;64383399.3768661;2010;US;price
OtherUses;lvst;2544010.55618532;2010;US;price
Food;crop;100354960.722758;2010;CN;mass
OtherUses;crop;23743688.925601;2010;CN;mass
Food;lvst;64793717.781239;2010;CN;mass
OtherUses;lvst;11687282.8969368;2010;CN;mass
Food;crop;103211575.517507;2010;CN;price
OtherUses;crop;31015743.3252892;2010;CN;price
Food;lvst;52228225.577663;2010;CN;price
OtherUses;lvst;12544985.2442021;2010;CN;price
Food;crop;43481794.5319872;2011;EU;mass
OtherUses;crop;10928244.5204919;2011;EU;mass
Food;lvst;76040327.2665713;2011;EU;mass
OtherUses;lvst;7817737.37419776;2011;EU;mass
Food;crop;46314748.6241295;2011;EU;price
OtherUses;crop;14090991.2884944;2011;EU;price
Food;lvst;73614863.5277228;2011;EU;price
OtherUses;lvst;4351381.6829735;2011;EU;price
Food;crop;30113368.8232156;2011;US;mass
OtherUses;crop;18435434.9492572;2011;US;mass
Food;lvst;60524606.704003;2011;US;mass
OtherUses;lvst;5668509.02745015;2011;US;mass
Food;crop;33583409.9985264;2011;US;price
OtherUses;crop;19706660.9955444;2011;US;price
Food;lvst;60897235.1119923;2011;US;price
OtherUses;lvst;2935004.56559063;2011;US;price
Food;crop;100631665.214394;2011;CN;mass
OtherUses;crop;24282656.2537089;2011;CN;mass
Food;lvst;68159160.4550232;2011;CN;mass
OtherUses;lvst;11492594.9286677;2011;CN;mass
Food;crop;103562065.65283;2011;CN;price
OtherUses;crop;32753537.9504355;2011;CN;price
Food;lvst;55533448.1228048;2011;CN;price
OtherUses;lvst;12180241.7200289;2011;CN;price
Food;crop;47299971.9314612;2012;EU;mass
OtherUses;crop;11668092.8065193;2012;EU;mass
Food;lvst;79388247.7524489;2012;EU;mass
OtherUses;lvst;7641702.47342936;2012;EU;mass
Food;crop;50397814.5017116;2012;EU;price
OtherUses;crop;14651520.4199086;2012;EU;price
Food;lvst;76188841.9597899;2012;EU;price
OtherUses;lvst;4258720.86314741;2012;EU;price
Food;crop;29921757.6909226;2012;US;mass
OtherUses;crop;21075930.372543;2012;US;mass
Food;lvst;66701257.9845092;2012;US;mass
OtherUses;lvst;6679605.20077619;2012;US;mass
Food;crop;33052980.1889522;2012;US;price
OtherUses;crop;22430645.5599149;2012;US;price
Food;lvst;67931095.1018172;2012;US;price
OtherUses;lvst;3338321.81673947;2012;US;price
Food;crop;102169055.726465;2012;CN;mass
OtherUses;crop;27256646.6253201;2012;CN;mass
Food;lvst;72643281.6255969;2012;CN;mass
OtherUses;lvst;11981005.0276847;2012;CN;mass
Food;crop;105387798.075375;2012;CN;price
OtherUses;crop;37509581.5637865;2012;CN;price
Food;lvst;59110499.7941782;2012;CN;price
OtherUses;lvst;13711276.7850571;2012;CN;price
Food;crop;42490587.0028065;2013;EU;mass
OtherUses;crop;11638319.0853665;2013;EU;mass
Food;lvst;75879343.1522504;2013;EU;mass
OtherUses;lvst;7992522.84619339;2013;EU;mass
Food;crop;44685571.4138576;2013;EU;price
OtherUses;crop;14009086.9362071;2013;EU;price
Food;lvst;74258532.914936;2013;EU;price
OtherUses;lvst;4664566.45591527;2013;EU;price
Food;crop;28576744.1340996;2013;US;mass
OtherUses;crop;17620101.4256441;2013;US;mass
Food;lvst;61822963.4970775;2013;US;mass
OtherUses;lvst;5761756.03408691;2013;US;mass
Food;crop;30991203.8119485;2013;US;price
OtherUses;crop;18565237.5634436;2013;US;price
Food;lvst;63457542.0269043;2013;US;price
OtherUses;lvst;2722199.45608076;2013;US;price
Food;crop;101615296.39981;2013;CN;mass
OtherUses;crop;26396465.6086388;2013;CN;mass
Food;lvst;75819188.7218952;2013;CN;mass
OtherUses;lvst;12264038.6409156;2013;CN;mass
Food;crop;103960015.75525;2013;CN;price
OtherUses;crop;34758193.2287692;2013;CN;price
Food;lvst;67229464.8508536;2013;CN;price
OtherUses;lvst;10909300.960309;2013;CN;price
